date,close,open,high,low,ret,year,month
2013-06-30,4954,5075,,,-2.422690565294461,2013,6
2013-07-31,4895,4943,,,-1.1909568025837758,2013,7
2013-08-31,4996,4897,,,2.0633299284984696,2013,8
2013-09-30,5089,5006,,,1.8614891913530718,2013,9
2013-10-31,5194,5172,,,2.063273727647874,2013,10
2013-11-30,5012,5199,,,-3.5040431266846306,2013,11
2013-12-31,4788,5010,,,-4.469273743016755,2013,12
2014-01-31,4386,4787,,,-8.395989974937345,2014,1
2014-02-28,4680,4499,,,6.703146374829005,2014,2
2014-03-31,4849,4651,,,3.6111111111111205,2014,3
2014-04-30,4855,4838,,,0.12373685295936632,2014,4
2014-05-31,4842,4802,,,-0.2677651905252265,2014,5
2014-06-30,4957,4815,,,2.3750516315572012,2014,6
2014-07-31,4759,4935,,,-3.9943514222311904,2014,7
2014-08-31,4546,4728,,,-4.475730195419203,2014,8
2014-09-30,4637,4533,,,2.0017597888253302,2014,9
2014-10-31,4678,4683,,,0.8841923657537221,2014,10
2014-11-30,4610,4642,,,-1.4536126549807626,2014,11
2014-12-31,4619,4550,,,0.19522776572669098,2014,12
2015-01-31,4907,4580,,,6.235115825936344,2015,1
2015-02-28,5113,4907,,,4.1980843692683845,2015,2
2015-03-31,5363,5110,,,4.889497359671435,2015,3
2015-04-30,5540,5360,,,3.3003915718814003,2015,4
2015-05-31,5537,5534,,,-0.05415162454873723,2015,5
2015-06-30,5663,5547,,,2.2756005056890016,2015,6
2015-07-31,5319,5675,,,-6.074518806286422,2015,7
2015-08-31,5243,5323,,,-1.4288400075202157,2015,8
2015-09-30,5629,5222,,,7.3621972153347315,2015,9
2015-10-31,5502,5734,,,-2.2561733878131096,2015,10
2015-11-30,5504,5505,,,0.036350418029806875,2015,11
2015-12-31,5665,5500,,,2.9251453488372103,2015,12
2016-01-31,5387,5663,,,-4.907325684024711,2016,1
2016-02-29,5338,5394,,,-0.9095971783924295,2016,2
2016-03-31,5575,5459,,,4.439865118021724,2016,3
2016-04-30,5503,5573,,,-1.2914798206278055,2016,4
2016-05-31,5573,5398,,,1.2720334363074626,2016,5
2016-06-30,6090,5567,,,9.276870626233634,2016,6
2016-07-31,6105,6090,,,0.24630541871921707,2016,7
2016-08-31,6230,6124,,,2.0475020475020367,2016,8
2016-09-30,6716,6200,,,7.800963081861956,2016,9
2016-10-31,6760,6710,,,0.655151876116733,2016,10
2016-11-30,7180,6752,,,6.213017751479288,2016,11
2016-12-31,6826,7188,,,-4.930362116991649,2016,12
2017-01-31,6933,7101,,,1.5675358921769744,2017,1
2017-02-28,6755,6954,,,-2.5674311264964667,2017,2
2017-03-31,6573,6765,,,-2.694300518134718,2017,3
2017-04-30,6600,6472,,,0.4107713372889066,2017,4
2017-05-31,6552,6641,,,-0.727272727272732,2017,5
2017-06-30,6378,6555,,,-2.6556776556776573,2017,6
2017-07-31,6030,6365,,,-5.456255879586081,2017,7
2017-08-31,6396,6065,,,6.069651741293525,2017,8
2017-09-30,6117,6416,,,-4.362101313320821,2017,9
2017-10-31,6362,6105,,,4.005231322543734,2017,10
2017-11-30,6386,6371,,,0.37723986167872425,2017,11
2017-12-31,5937,6392,,,-7.031005324146566,2017,12
2018-01-31,5807,5923,,,-2.1896580764696028,2018,1
2018-02-28,5772,5807,,,-0.6027208541415585,2018,2
2018-03-31,5551,5775,,,-3.828828828828834,2018,3
2018-04-30,5437,5560,,,-2.0536840208971396,2018,4
2018-05-31,5455,5450,,,0.3310649255103826,2018,5
2018-06-30,5122,5464,,,-6.1044912923923,2018,6
2018-07-31,5120,5111,,,-0.03904724716907726,2018,7
2018-08-31,5003,5110,,,-2.285156249999998,2018,8
2018-09-30,5001,5008,,,-0.039976014391363,2018,9
2018-10-31,5093,5151,,,1.8396320735852845,2018,10
2018-11-30,4908,5080,,,-3.6324366777930495,2018,11
2018-12-31,4700,4923,,,-4.237978810105947,2018,12
2019-01-31,5043,4680,,,7.2978723404255375,2019,1
2019-02-28,5162,5042,,,2.3597065238945003,2019,2
2019-03-31,5047,5155,,,-2.2278186749321915,2019,3
2019-04-30,5122,5043,,,1.4860313057261765,2019,4
2019-05-31,4943,5084,,,-3.4947286216321705,2019,5
2019-06-30,5010,4943,,,1.355452154562009,2019,6
2019-07-31,5322,5010,,,6.22754491017965,2019,7
2019-08-31,5368,5373,,,0.8643367155204862,2019,8
2019-09-30,5507,5366,,,2.589418777943364,2019,9
2019-10-31,5718,5500,,,3.831487198111505,2019,10
2019-11-30,5553,5714,,,-2.885624344176285,2019,11
2019-12-31,5581,5563,,,0.5042319466954881,2019,12
2020-01-31,5622,5584,,,0.7346353700053765,2020,1
2020-02-29,5664,5488,,,0.7470651013874008,2020,2
2020-03-31,5503,5690,,,-2.8425141242937824,2020,3
2020-04-30,5015,5492,,,-8.86789024168635,2020,4
2020-05-31,4937,5089,,,-1.555333998005981,2020,5
2020-06-30,5011,4930,,,1.498885963135499,2020,6
2020-07-31,5036,5021,,,0.49890241468768526,2020,7
2020-08-31,5189,5048,,,3.0381254964257254,2020,8
2020-09-30,5081,5192,,,-2.0813258816727687,2020,9
2020-10-31,5203,5146,,,2.4011021452470027,2020,10
2020-11-30,5117,5184,,,-1.6528925619834656,2020,11
2020-12-31,5215,5155,,,1.9151846785225635,2020,12
2021-01-31,5215,5230,,,0.0,2021,1
2021-02-28,5390,5227,,,3.3557046979865834,2021,2
2021-03-31,5269,5368,,,-2.244897959183678,2021,3
2021-04-30,5464,5271,,,3.70089200986905,2021,4
2021-05-31,5548,5520,,,1.5373352855051259,2021,5
2021-06-30,5605,5551,,,1.0273972602739656,2021,6
2021-07-31,5621,5605,,,0.2854594112399633,2021,7
2021-08-31,5871,5618,,,4.4476071873332135,2021,8
2021-09-30,5812,5865,,,-1.004939533299265,2021,9
2021-10-31,5978,5819,,,2.8561596696490055,2021,10
2021-11-30,5889,5961,,,-1.4887922382067598,2021,11
2021-12-31,5777,5880,,,-1.9018509084734236,2021,12
2022-01-31,5706,5770,,,-1.2290115977150795,2022,1
2022-02-28,5696,5706,,,-0.1752541184717793,2022,2
2022-03-31,5799,5703,,,1.8082865168539408,2022,3
2022-04-30,5876,5806,,,1.3278151405414773,2022,4
2022-05-31,6088,5846,,,3.6078965282505093,2022,5
2022-06-30,5842,6069,,,-4.040735873850199,2022,6
2022-07-31,5805,5850,,,-0.6333447449503593,2022,7
2022-08-31,5532,5803,,,-4.7028423772609855,2022,8
2022-09-30,5442,5514,,,-1.6268980477223471,2022,9
2022-10-31,5511,5539,,,1.2679162072767314,2022,10
2022-11-30,5524,5525,,,0.2358918526583098,2022,11
2022-12-31,5783,5545,,,4.688631426502532,2022,12
2023-01-31,5864,5756,,,1.4006570983918332,2023,1
2023-02-28,5949,5893,,,1.4495225102319154,2023,2
2023-03-31,6448,5939,,,8.387964363758616,2023,3
2023-04-30,7035,6448,,,9.103598014888338,2023,4
2023-05-31,6878,6900,,,-2.231698649609093,2023,5
2023-06-30,6730,6850,,,-2.1517883105553914,2023,6
2023-07-31,6714,6731,,,-0.23774145616641817,2023,7
2023-08-31,6951,6730,,,3.529937444146558,2023,8
2023-09-30,6947,6960,,,-0.05754567688102119,2023,9
2023-10-31,6788,6961,,,-2.2887577371527246,2023,10
2023-11-30,6738,6790,,,-0.7365939893930418,2023,11
2023-12-31,6307,6736,,,-6.3965568417928225,2023,12
2024-01-31,6461,6263,,,2.441731409544956,2024,1
2024-02-29,6289,6456,,,-2.662126605788573,2024,2
2024-03-31,6510,6255,,,3.5140721895372984,2024,3
2024-04-30,6168,6520,,,-5.25345622119816,2024,4
2024-05-31,6120,6162,,,-0.7782101167315147,2024,5
2024-06-30,6212,6136,,,1.5032679738562038,2024,6
2024-07-31,6196,6228,,,-0.25756600128783447,2024,7
2024-08-31,5652,6190,,,-8.779857972885729,2024,8
2024-09-30,5915,5651,,,4.65322009907998,2024,9
2024-10-31,5870,5913,,,-0.7607776838546076,2024,10
2024-11-30,6135,5897,,,4.514480408858601,2024,11
2024-12-31,5961,6109,,,-2.836185819070902,2024,12
2025-01-31,5817,5970,,,-2.415702063412184,2025,1
2025-02-28,5931,5859,,,1.9597730789066459,2025,2
2025-03-31,6075,5917,,,2.427921092564489,2025,3
2025-04-30,5887,6077,,,-3.094650205761318,2025,4
2025-05-31,5763,5872,,,-2.10633599456429,2025,5
2025-06-30,5807,5752,,,0.7634912372028513,2025,6
2025-07-31,5793,5773,,,-0.24108834165662563,2025,7
2025-08-31,5604,5782,,,-3.2625582599689285,2025,8
2025-09-30,5493,5600,,,-1.9807280513918668,2025,9
2025-10-31,5483,5498,,,-0.18204988166757863,2025,10
2025-11-30,5400,5479,,,-1.5137698340324635,2025,11
2025-12-31,5251,5405,,,-2.7592592592592613,2025,12
2026-01-31,5248,5226,,,-0.057131974861934776,2026,1
2026-02-28,5324,5230,,,1.44817073170731,2026,2
2026-03-31,5431,5330,,,2.0097670924117184,2026,3
2026-04-30,5406,5440,,,-0.46032038298655653,2026,4
2026-05-31,5429,5441,,,0.42545320014797383,2026,5
