日期,螺纹钢均价,山西低硫主焦现货价,高炉开工率,日均铁水产量,独立焦化厂开工率,钢厂盈利比例,焦炭提涨次数,焦炭提降次数,焦化厂焦煤库存天数,焦煤流拍率,螺纹钢库存
2026-03-06,3200,1650,71.6,234.0,71.6,20.0,0,1,12.5,32.0,650
