date,hot_metal_daily,bf_utilization,mill_profit_pct,rebar_inventory,coking_utilization,coke_profit_per_ton,auction_fail_rate,coking_coal_stock_days,coke_raise_count,coke_cut_count,spot_jiaotan_lowsulfur
2026-03-06,234.0,71.6,20.0,650,71.6,-34,32.0,12.5,2,5,1650
